V,V_pred
0.11003419276033721,0.11003191884495941
0.10211165207520767,0.102111672638401
0.09459298278896192,0.09459525918700822
0.08746779014442674,0.0874722638955688
0.08072559776350777,0.08073217698264461
0.07435562993365315,0.07436424911867548
0.06834708373739964,0.06835764691977216
0.06268893856230914,0.06270133262667174
0.057370092159554485,0.05738420769325565
0.0523793062310033,0.05239500535215865
0.04770528805013911,0.047722461140141684
0.04333666325715002,0.043355155823568005
0.039261975855835136,0.03928164174657165
0.03546976985927429,0.035490450461462174
0.03194856205707454,0.031970114934631574
0.028686869241936506,0.02870913496723855
0.025673181004743077,0.025696030376473326
0.02289615019368725,0.022919422128605482
0.02034437523785866,0.02036792128903767
0.01800659062183931,0.0180302766262
0.015871612466600196,0.015895294761650195
0.013928392954791851,0.013951932751475302
0.0121659931010844,0.012189267754312236
0.010573691621310064,0.01059655915248388
0.009140903289887021,0.00916321396600892
0.007857206144730719,0.00787887996231872
0.0067124775489334,0.006733385245658359
0.0056967581352717345,0.005716808960376905
0.004800415072797664,0.004819485171797057
0.004013978797153979,0.0040320309742531545
0.003328415130839793,0.0033453352402118644
0.0027348531629450682,0.0027506076558771286
0.002224857363228938,0.0022393869067852588
0.001790264312435283,0.0018035426058698573
0.0014233459812578834,0.0014353071999713511
0.0011166464482816906,0.0011272888840559282
0.0008631451727608268,0.0008724790382551658
0.0006562842149977897,0.000664275804669749
0.0004898049542847218,0.000496484063803953
0.0003579657869719376,0.0003633379345663963
0.0002554332820740245,0.0002595136618754217
0.00017730939236831753,0.00018012971034701147
0.00011915866239979781,0.00012076992712747476
7.706264758446525e-05,7.748108770232355e-05
4.748387109127098e-05,4.6785351928432705e-05
2.7456289157134386e-05,2.568863668796998e-05
1.4476459067350135e-05,1.1684423659756205e-05
6.503523687705916e-06,2.7603346450147696e-06
2.068065139110526e-06,-2.598759738730973e-06
8.163638900047968e-08,-5.4077116087121e-06
8.163638900047968e-08,-6.178553174767222e-06
2.0408540406358502e-06,-4.91978797241269e-06
6.449098397180113e-06,-1.1362739862790613e-06
1.4313189382925629e-05,6.169348182250042e-06
2.7129752881861825e-05,1.8495150892355148e-05
4.6885220737675204e-05,3.78368297002471e-05
7.605582456659643e-05,6.668253040500575e-05
0.00011763482232375726,0.00010800935663072189
0.00017505084953988427,0.00016527510667382797
0.0002522767637151976,0.00024241217551497198
0.0003537208092062414,0.0003438248724144427
0.000484199409220986,0.0004743676666777822
0.0006490459854641146,0.0006393511776116181
0.0008540021477724657,0.0008445177786273124
0.0011052176631792686,0.0010960341692632012
0.0014093321170517556,0.0014004882301845668
0.0017733116186581257,0.001764862954299987
0.002204503245019529,0.002196529871052999
0.002710689453826287,0.0027032335441934075
0.0032999792328568408,0.003293065752990976
0.003980780907440735,0.0039744747244259224
0.004761910960103906,0.004756228670824722
0.005652430785632867,0.00564738911886708
0.006661701100897352,0.006657329507104745
0.007799381951037472,0.00779568479987818
0.009075378271798877,0.0090723482374213
0.010499758287173104,0.010497428887620912
0.012082943949963976,0.012081289656932998
0.013835438858645046,0.013834462994086602
0.015767964297384092,0.01576767004380655
0.017891404823126882,0.01789178498118405
0.020216781045217996,0.020217836476310626
0.02275524963468153,0.022756935958542363
0.025518021681644954,0.02552035407809383
0.02851641712062964,0.028519361756393444
0.03176183752254596,0.0317653960520816
0.035265711672496335,0.035269848078643626
0.039039441141391136,0.0390441373816609
0.04309450913034257,0.0430997395702698
0.04744234442445308,0.0474480888571874
0.05209432138353455,0.052100553593849415
0.05706178715320683,0.057068475639712866
0.06235603446307996,0.06236315636207739
0.06798824718599579,0.0679957615576562
0.07396950036277658,0.07397739111495175
0.08031076018056993,0.08031895491847815
0.08702282955683906,0.08703133659516023
0.09411637535664835,0.09412513702716395
0.10160192838956986,0.10161092306046077
0.10948974734181655,0.10949893500287015
0.059210153308106424,0.05923051172947396
0.054860304371053756,0.05488038255486117
0.05074221481291603,0.05076190278057958
0.046848972937341256,0.046868139640714124
0.0431736126288741,0.043192210168773816
0.0397092222004433,0.03972711757477568
0.03644875390020451,0.03646590174323756
0.03338524161579595,0.033401565886368036
0.030511746439767173,0.03052714975273691
0.027821220623367397,0.027835664638955506
0.025306725265333323,0.025320152306510448
0.022961294253303174,0.022973660455452592
0.02077804309892987,0.020789283801876984
0.018750060115142166,0.01876017169546242
0.0168705696672676,0.016879498979420485
0.015132768909535256,0.015140513951665756
0.013529991048572994,0.013536521173183451
0.012055569294102265,0.012060906235331733
0.010703027342814567,0.010707136589421101
0.009465861664835038,0.009468774357334035
0.008337759226539605,0.00833948641541862
0.00731246140412683,0.007313023630349675
0.006383872849666859,0.006383294467366168
0.005546007053436581,0.005544305134164009
0.004792986362481089,0.004790198549064907
0.004119096381155598,0.004115279355363084
0.00351875877858842,0.003513965925693001
0.002986585698503619,0.0029808580440434784
0.002517325343211206,0.0025107221123719554
0.002105916392710514,0.0020984847955036116
0.0017474335917739812,0.001739255600529598
0.001437169364681112,0.0014283369748857879
0.0011706610479719892,0.0011612086342895071
0.0009435276083885434,0.0009335591109052193
0.0007516873347559264,0.0007412810269469382
0.000591221788677291,0.0005804752392740398
0.0004584574378292149,0.0004474583212185725
0.0003499656404938187,0.0003387724805438843
0.0002624538197263257,0.0002511803621907384
0.00019295594104438453,0.00018167830849655597
0.00013869643528066088,0.00012749997822198133
9.711743752350005e-05,8.611460081202766e-05
6.598761294936701e-05,5.5236491418963456e-05
4.321168222710009e-05,3.282543331513542e-05
2.7020908487963124e-05,1.709154042790326e-05
1.5891451655915536e-05,6.495188093738854e-06
8.51716353629064e-06,-2.4794352770487304e-07
3.864016199897842e-06,-4.166922508224948e-06
1.1973007071915439e-06,-6.033355663674703e-06
0.0,-6.360119700333347e-06
0.0,-5.4009533579851854e-06
1.1973007071915439e-06,-3.149984786754068e-06
3.89123039194897e-06,6.582505776143956e-07
8.598799925291118e-06,6.548511913094903e-06
1.6109140443712945e-05,1.5303718570298006e-05
2.7456289157134386e-05,2.796397942915681e-05
4.3946391166645694e-05,4.582574408182506e-05
6.71304914596092e-05,7.043805740745645e-05
9.883175528886334e-05,0.00010360285467099739
0.00014109103978862043,0.00014736999424950825
0.00019619409579221193,0.00020403583418114664
0.0002667260085904966,0.0002761370646400106
0.0003554351269716047,0.00036645306667991624
0.0004653419168955663,0.00047799538584090387
0.0005997389522135816,0.0006140042875182074
0.0007620548715499537,0.0007779507289861989
0.0009559904214201559,0.0009735222647492094
0.0011854912544130866,0.0012046217693816568
0.0014546662866149157,0.001475365566385017
0.001767814921081865,0.0017900725610235895
0.002129481454569276,0.0021532511672280254
0.0025443734597040673,0.002569614999777619
0.0030174161979009545,0.0030440556752267564
0.0035536437749685524,0.0035816374923763536
0.00415830798859685,0.004187608963689938
0.004836851117258735,0.004867375497815014
0.005594824280727417,0.005626481820729091
0.0064379418715541075,0.006470651503753261
0.0073720271297774915,0.007405728768961718
0.008403120974943324,0.008437686165492642
0.009537291556257294,0.00957265411531013
0.010780770270954474,0.010816834495457395
0.012139897382318882,0.01217655663781846
0.013621094768368485,0.013658264960775511
0.015230893166983048,0.015268474326085605
0.016975904943150596,0.0170137881395616
0.018862769679144784,0.01890088245373071
0.020898290214549385,0.020936508551415826
0.02308918776802706,0.02312744972272662
0.02544240123774753,0.02548058206574547
0.02796476068676735,0.028002785054923596
0.03066317780215777,0.03070097098833245
0.033544618705561295,0.03358208903370328
0.03661602229205407,0.03665308570158584
0.03988438189437708,0.039920928340668856
0.04335663641379363,0.04339259736596719
0.04703972475466058,0.047075042488518494
0.05094058581824125,0.050975153104496934
0.05506613129779402,0.05509988235253159
0.059423191253281896,0.05945607752300624
0.15373929818564708,0.1537416617899112
0.14322870976681873,0.14322904027392597
0.1331952730084606,0.13319358547834861
0.12363183131124084,0.12362815160843625
0.11453065664585323,0.11452501109403174
0.1058834767455542,0.1058759186577628
0.09768155676111323,0.09767215592959343
0.08991569923915785,0.08990450519781455
0.08257624414073511,0.08256331228960254
0.07565298719564183,0.07563842782062183
0.06913545201959649,0.06911932329027846
0.06301261800016097,0.06299501680840382
0.057273165202813885,0.057254214575017934
0.051905392728374494,0.051885201315681896
0.04689727314757392,0.04687595538481283
0.04223645248868089,0.04221413583048522
0.03791033188007783,0.037887144843632634
0.03390606754716733,0.033882135693422175
0.030210570815465715,0.03018603710327987
0.02681061694880977,0.026785636853608193
0.023692899583928013,0.023667566727072736
0.02084384023109634,0.020818336471666248
0.018249969260452418,0.018224399859948847
0.015897680977360815,0.015872181295877735
0.013773424109383052,0.01374811624956383
0.011863647387174225,0.011838683297017802
0.01015496281107385,0.010130452510036808
0.00863409122272177,0.008610121493285551
0.007287862311245301,0.0072645737862750874
0.006103432302047033,0.006080887628978385
0.005068093479115503,0.005046389452922037
0.004169491870719424,0.004148708128403456
0.0033955728333978767,0.0033757992891144096
0.0027347171074526945,0.002715987209409642
0.0021756591774658805,0.0021580019701075447
0.0017075689117821836,0.0016910389050225718
0.0013201876149078998,0.0013047551609432233
0.001003637559102275,0.00098932989383971
0.0007486940829879475,0.0007354961900049998
0.0005467039613491006,0.0005345671973556412
0.0003896126286042424,0.0003784696574712478
0.00026996416333832396,0.00025977008554549396
0.0001810101419773673,0.00017170075154606743
0.00011668242459641425,0.0001081871596560566
7.164758021005216e-05,6.386262436098718e-05
4.125246148188827e-05,3.4092599753624624e-05
2.1660263310499397e-05,1.4988906136914852e-05
9.714464243482182e-06,3.42456248268989e-06
3.0748881569793393e-06,-2.9555898549055747e-06
1.6326968442450705e-07,-5.726379606442589e-06
2.1769188137385862e-07,-5.676611424528481e-06
3.238154747827394e-06,-2.8063461981006303e-06
9.986578321805393e-06,3.673262917380885e-06
2.201401377782309e-05,1.5337020276733982e-05
4.174226744158534e-05,3.45401342386141e-05
7.221901946517327e-05,6.440975460746591e-05
0.00011736270824543405,0.00010883363919209507
0.0001817720620153876,0.00017244682844564057
0.00027083492777024297,0.000260613219932575
0.00039059224052363653,0.0003794119668754438
0.0005477924176623935,0.0005356086349323839
0.0007498913836951391,0.0007366369509285769
0.001004916496198467,0.0009905705434444811
0.0013215481852995158,0.0013060945100629457
0.0017090655376661731,0.001692478767738977
0.0021772374366452935,0.0021595405356203533
0.0027363770030211084,0.0027176080569229813
0.003397341573360189,0.0033775166367463953
0.00417134224397716,0.004150524816207527
0.005070025485668665,0.005048304143693582
0.006105473156087669,0.006082898437027994
0.007290012009679835,0.007266684373834606
0.008636322557545305,0.008612328094306948
0.01015727577919281,0.010132741693685884
0.011866041988588608,0.011841066901707562
0.013775900344092859,0.013750599456419042
0.01590026605646452,0.01587476154769034
0.018252663187043598,0.018227077223997315
0.020846615794076522,0.02082111034406257
0.023695756777110045,0.02367043731545362
0.02681358299257285,0.026788604970041863
0.030213591281425745,0.030189072026236174
0.033909142435324315,0.03388523437682101
0.037913515612628707,0.03789033730647465
0.04223971785452719,0.042217422034009106
0.04690064735781412,0.04687933522909885
0.05190884857500369,0.051888673662233965
0.05727670268273851,0.05725778025174575
0.06301623711338102,0.06299867493907116
0.06913912555810707,0.06912303243298494
0.07565674236744782,0.07564223313282097
0.0825800809489301,0.08256720344801098
0.08991964489174675,0.08990849232969261
0.09768558404699755,0.09767622801639209
0.10588758566473395,0.10588008500686617
0.1145348471983284,0.11452926140934419
0.123636103500105,0.12363249105727228
0.13319957240532965,0.1331979646827105
0.14323303637787985,0.143233441888609
0.1537437336411021,0.15374615457230043
0.7026689057445041,0.7026628301415903
0.6769497102865488,0.6769520590366885
0.6516293249043832,0.6516353593813393
0.6267113142921237,0.6267176718545665
0.602199379196286,0.6022038317799503
0.5780972203633853,0.578098486311668
0.5544087018158089,0.5544062106528513
0.5311377691999586,0.5311314818068883
0.508288395382615,0.5082787267378047
0.4858647981242586,0.48585240242147704
0.46387119518846276,0.46385691766205794
0.4423119404035743,0.4422966673473328
0.42119155085525006,0.4211762152079453
0.4005146252686295,0.4005000649773585
0.3802858984243445,0.38027289162657285
0.3605102139505143,0.3604993950799011
0.34119249710546007,0.3411843898489868
0.32233791805357626,0.3223328680380655
0.30395164696235116,0.30394987923251876
0.28603909889297197,0.28604066524515953
0.26860571612391154,0.2686105713579909
0.2516570769891352,0.25166505847704707
0.2351989775144895,0.23520980270337674
0.2192372137227276,0.21925053018572113
0.203777799334671,0.2037932230422572
0.18882680248715114,0.18884389897141432
0.17439048180087585,0.17440874945335666
0.1604751231014643,0.1604941181555283
0.14708717549040726,0.14710643586159572
0.13423322412468788,0.13425230334159446
0.12191988136929416,0.12193838144763237
0.11015389564780008,0.11017145424339637
0.09894209701707504,0.09895843820360556
0.08829142438456951,0.08830630344687994
0.07820889828484222,0.07822211763950537
0.06870162088884087,0.06871303206329316
0.05977669437060676,0.059786244976002205
0.05144138417077207,0.051449035693166105
0.043702982937973825,0.043708744062137074
0.03656872890483928,0.0365727045630034
0.030046077986596337,0.030048335291370885
0.024142377260266138,0.024143050866317958
0.018865055436165266,0.018864297262441546
0.014221541218423138,0.014219520760857184
0.010219263317356328,0.0102161594925149
0.006865677654379886,0.006861655079469718
0.004168158511426282,0.004163418426387314
0.002134107390807194,0.0021288388730744193
0.0007708985744550934,0.0007652600633975689
8.582471410060441e-05,7.997831783122884e-05
8.61240392774023e-05,8.023469439379491e-05
0.0007790075653271109,0.0007731990246871796
0.0021715502582861338,0.0021659594186729473
0.004270772649619619,0.0042655174128887535
0.007083613646778021,0.0070787755402707845
0.01061682167024174,0.010612516477489927
0.014877090724481382,0.014873407804671987
0.01987097874919445,0.019867971041463605
0.02560485321566985,0.025602596139874523
0.03208494552423624,0.0320835060421933
0.03931732381791215,0.03931674726013904
0.04730786575274607,0.047308198053682325
0.05606220409108735,0.05606350871807664
0.06558588995270921,0.06558818234644868
0.07588412071001112,0.0758874405985179
0.08696190326389036,0.08696628595163698
0.09882408123627906,0.09882950560776446
0.11147514450482922,0.11148160311129926
0.12491933805040008,0.12492681709990365
0.13916071636997446,0.13916913338296583
0.15420289857058525,0.15421219382287987
0.17004925887175337,0.17005935996273888
0.1867030082140346,0.18671373495413177
0.2041667588907247,0.2041780047626934
0.222443041561824,0.2224545858186631
0.24153386986718112,0.24154551675490424
0.26144098533565985,0.26145248980720254
0.2821657485407454,0.28217689176860256
0.30370913908817,0.3037196331114096
0.3260717556313808,0.3260813418906781
0.34925376143387515,0.34926215686108425
0.3732549932352493,0.37326195685642616
0.3980748523758689,0.3980801432674897
0.4237122504087015,0.42371566171559927
0.45016577233497124,0.4501671597448023
0.4774334861512186,0.47743272272491005
0.5055130516751326,0.5055101258217154
0.5344017477690235,0.5343966897237024
0.5640962274337497,0.5640891993312931
0.5945928987640958,0.5945841177449848
0.6258874895742916,0.6258772481929497
0.6579754011361038,0.657964133174727
0.6908515721388124,0.6908397269740055
0.7245103970280732,0.724498470449813
0.7589458076732418,0.7589343312357288
0.7941513277586354,0.7941407038529501
0.8301199367496953,0.8301104985062536
