high-low,low
-0.0010334340274768435,0.017414960660497743
-0.007470233020520703,0.10667369540100878
-0.0056366753925629065,0.13670412683892905
-0.0009574870473041466,0.01851753881928278
-0.0005116284841860698,0.019848583776944404
0.022734786672078233,0.27048558752716473
0.021945520411257413,0.41126600724078016
-0.024110512726752464,0.3543288482364509
-0.010911575404150914,0.08821177665478777
-0.00047023996721180794,0.019962844389027963
0.015705105994788665,0.09641233606883712
-0.023159012182984273,0.40395705610547944
-0.03150341098561038,0.4679895568606788
-0.0004714100568205225,0.020091091651125593
-0.011434823151128759,0.5374077896071126
-0.0024723993432187435,0.010374313792966975
-0.012089855640128822,0.4012341759526999
-0.013636414777675687,0.510950893467509
0.02277601191936804,0.20618086406579866
2.9769257276095196e-05,0.01843751013102881
0.013931467839855216,0.4830042283530291
-0.0003035974368143131,0.01656512185719555
7.390612613206171e-05,0.0020162004513115373
0.008932845031416836,0.3606421347480289
0.023824330578576552,0.22764316467975446
0.013338504519220556,0.08362818191007004
0.017618583466606524,0.12626107708113102
-0.04233944758534647,0.720476581129768
0.014393408332318558,0.1872927605848328
0.028247350932821713,0.26737714924276373
-0.0002767670091092522,0.019777534847087948
0.0028383380655703228,0.27330525858119253
-0.004176893363750371,0.049639772706529785
0.02639518071551833,0.2852516557943104
-0.0005317921216125808,0.01940479327896544
-0.016162692665092376,0.12079128912194545
-0.004799272194287423,0.01304785970449112
-0.00048191364910692494,0.020088261665948463
-0.028549914335519677,0.3391499288182111
0.019980667847237066,0.46526583315456577
0.01113639587870896,0.7469864306269406
-0.0066643406052915855,0.12114373099714908
-0.0005187850804243208,0.017951759676820462
-0.017572623432497714,0.3370264066560793
0.022018637406252983,0.3080105789675025
-0.0004772060826671587,0.019766813562920173
-0.024220473938873333,0.33504797560852195
0.01964436232357558,0.5818494528355604
0.0022500823175625184,0.2752048310331982
0.03225586023731075,0.43560501397750767
0.029135612212428663,0.5421693468167491
-0.01619055712691378,0.18034977538607574
-0.0020054791671437755,0.21911642237895143
-0.00045595398892735867,0.019833998473483157
0.012080086753688324,0.46229056739367713
-0.008969743670739092,0.09459037049257259
0.02620464659008037,0.3037959978301998
-0.0009893515808178238,0.01854777066832652
-0.008597791233753038,0.6694284831261107
0.03272106609871395,0.4419143548364968
-0.03343133770539719,0.5394703310510052
0.024194922445170963,0.4136828137220356
7.390612613206171e-05,0.0020162004513115373
-0.000655712775742669,0.009657239343606433
0.010745313835319223,0.09325361114235975
-0.0005820515525904527,0.01851734833849988
-0.0008467094960418406,0.018146076185162886
-0.03750039234436264,0.5817591382438079
0.014097919889469818,0.23879273086933614
-0.02057866527058677,0.28582709497881925
0.025375025846401666,0.2731676233911267
-0.00045296073715937746,0.020139310228062833
-0.01578069922449403,0.13459323076260687
0.01248523708348126,0.5467599076769222
-0.0028491409861270967,0.5057487567004493
-0.0060049270830334345,0.17777217682246638
-0.0005003901829601226,0.019206041315167996
-0.0005974531951930956,0.018516695265949335
-0.00019290151884743256,0.4081786577804345
0.03147426759287997,0.4218315082348292
0.007956446069590284,0.28483915839059
-0.0018981030341265579,0.002833902607021729
0.03498712150122779,0.4580714963787224
0.02151100899994632,0.23347900020877907
0.016452493929581924,0.21665303000522868
0.029722180853769542,0.4632545307535705
-0.00037407492741565324,0.01814365437265003
-0.006541209085391561,0.061780867389555856
-0.0004566070614779004,0.02020717542536841
0.029429957776767046,0.6811877748462278
-0.0005799018541559203,0.019623246288421745
-0.004228540576218337,0.009543196423404251
0.0019340220677166097,0.001528082603693704
0.009322212757041176,0.24890214181896544
-0.01980126317553757,0.19942199110208728
0.020622774928344245,0.4098175451495826
-0.0017914888242409506,0.013835248374768572
-0.0060228321776315125,0.05574456557896843
-0.0016877045995324722,0.01045494113157454
0.019965701585303586,0.3081638879173429
-0.005049045506007155,0.4205037830652108
-0.0065662435589421975,0.7493878354624998
-0.0037737294658012344,0.3641499001252777
-0.012896945359158751,0.7249810995870527
-0.001998404207294524,0.34063213302727857
-0.001998404207294524,0.34063213302727857
-0.001998404207294524,0.34063213302727857
-0.001998404207294524,0.34063213302727857
-0.0019981320932161983,0.34063213302727857
-0.0019981320932161983,0.34063213302727857
-0.0019981320932161983,0.34063213302727857
-0.0019981320932161983,0.34063213302727857
-0.0019981320932161983,0.34063213302727857
-0.0019981320932161983,0.34063213302727857
-0.0019981320932161983,0.34063213302727857
-0.0019981320932161983,0.34063213302727857
0.022875170214025742,0.6215084156050259
-0.004017489065980151,0.3904254323755301
-0.003712775964847592,0.37738388571394377
-0.004237547545714315,0.3978872570769084
-0.003663414509400109,0.36160688723596524
-0.003600311303824877,0.36300639604128604
0.024662414063594595,0.5939057296244102
-0.005354738222152711,0.5022651278243144
-0.006006178805937568,0.5052624620180842
-0.003452934435323518,0.366723852361475
-0.009784969591739578,0.5893287200366757
-0.0033118433986284446,0.37156788728607043
-0.008144367904826089,0.9840559732531041
-0.006402294955136001,0.5610560625131313
-0.0037862194930248783,0.37986798595015614
-0.0144999681200072,0.5972718053146103
-0.0032494204767021806,0.3794054740184377
-0.0032619649261227956,0.38056443417032254
-0.005702799061004626,0.4100231815955399
-0.0059625861652382595,0.41467787969231107
-0.011445435590902608,0.582585221507562
-0.006461887891885121,0.43467767714595185
-0.00976045213524701,0.9498221445600037
-0.013260271785120903,0.5750061429423321
-0.0036977552776236156,0.3837929290926537
-0.0029518911798128156,0.37671034947999205
-0.005184095616969364,0.5009916077351693
-0.003613672092386888,0.3854016662460535
-0.003864207327238245,0.3969468315708689
-0.003179813750532723,0.40347345534970563
-0.003135431981790504,0.4034581897625954
-0.0041746620320204375,0.4035178099073494
-0.01162018711526569,0.557624543441232
-0.0035159287934112826,0.43123184488157607
-0.007840389509539525,0.4825577167173605
-0.006156004698050277,0.45212232542733666
-0.013316626567122292,0.7800281829117384
-0.007779245521615907,0.8529311602017188
-0.003955909697387294,0.432389117926794
-0.0047527135098250906,0.6739642402523635
-0.007220704608687234,0.4942830214166278
-0.0032733937081316222,0.45123430904761597
-0.004133491203833994,0.7510751591004665
-0.0037549263987662895,0.430815864420128
-0.003577861909377922,0.8063006946991244
-0.00697895865454401,0.8339299934155636
-0.004048265143180463,0.47067591933570185
-0.002463120259644347,0.7833294955038883
-0.0024628481455660767,0.7833294955038883
-0.0024628481455660767,0.7833294955038883
-0.0024628481455660767,0.7833294955038883
-0.0024628481455660767,0.7833294955038883
-0.0024628481455660767,0.7833294955038883
-0.0024628481455660767,0.7833294955038883
-0.0024628481455660767,0.7833294955038883
-0.0024628481455660767,0.7833294955038883
-0.0024628481455660767,0.7833294955038883
-0.0024628481455660767,0.7833294955038883
-0.0024628481455660767,0.7833294955038883
-0.006051703456283697,0.7662164723846365
-0.006877895567525272,0.7692255618997841
-0.0038107097415125413,0.7874093802776027
-0.007407129818038927,0.6585505682065342
-0.003472281730515059,0.5847839559378334
-0.007283862236459493,0.7008016876288783
-0.006761485253913513,0.709186957934514
-0.00649709942763399,0.6018446787751602
-0.0066335101058943025,0.6534933320732661
-0.004926675903051514,0.7085075440445138
-0.0022680690423624306,0.5204408916303643
-0.0022680690423624306,0.5204408916303643
-0.0022680690423624306,0.5204408916303643
-0.0022677969282840493,0.5204408916303643
-0.0022677969282840493,0.5204408916303643
-0.0022677969282840493,0.5204408916303643
-0.0022677969282840493,0.5204408916303643
-0.0022677969282840493,0.5204408916303643
-0.0022677969282840493,0.5204408916303643
-0.0022677969282840493,0.5204408916303643
-0.0022677969282840493,0.5204408916303643
-0.0022677969282840493,0.5204408916303643
-0.003263924146867936,0.5511036884740499
-0.004541444307705533,0.6885083452443203
-0.004145736328077798,0.5566917099090064
-0.02933286755343567,0.41542107707462916
-0.05325782583526828,0.7653852461675863
0.06033890882204607,0.9482658165329227
0.052030292988236804,0.9010142239288825
0.02469016967483495,0.5841899041670725
-0.032903681710969135,0.5479700524464137
-0.03169353694147764,0.3199633436426285
-0.031952616550963764,0.44072423764893937
-0.04179486611133343,0.768614530221054
-0.03662791366583057,0.5191780384062836
-0.054221108908419136,0.651536887822201
-0.028107538830129286,0.843185701545691
-0.04178006311908444,0.6911925852289137
-0.02668963512734429,0.22269107334467994
-0.041713721755667565,0.6095348070057307
0.047155590833928396,0.8370424861969475
-0.030085724974706796,0.4373220796585584
-0.029839652409502426,0.4027365982213908
-0.028882764012551854,0.943872701491446
0.04762422533086241,0.7302192370148107
-0.056900995070853,0.8351684108133538
-0.025328494373037747,0.29344854167294276
-0.042928846211864435,0.6647351448611535
-0.03570547488459097,0.704591281335237
0.025159266763536525,0.8405984701511334
-0.028950493154365153,0.9683229211662921
-0.051047635411889614,0.4850295174102256
-0.05818523644725948,0.9924917206815991
-0.031560255573571394,0.34157522525190437
-0.03942230534642144,0.6877237865561263
-0.050540687286138364,0.6549771417526115
-0.02949703384293617,0.5135021514062794
-0.04102962750723255,0.46586576258756224
-0.033890584268175705,0.6913378123958869
-0.04916966880099749,0.8151097823460954
-0.03107216493705206,0.36796681406220755
-0.041774185456848745,0.5782692507469652
-0.03017476063245672,0.4681251511997976
