Ar-O,low
3.349600267411594,0.9440567048851913
3.356915776374054,0.886112615744815
3.3642312855496397,0.8301499509068576
3.371546794937008,0.7761890100611444
3.378862314220018,0.7242458751401142
3.386177814031673,0.6743328184791092
3.3934933240460876,0.6264580034942921
3.400808834266853,0.5806252942018628
3.408124354687762,0.5368345817543336
3.4154398650076834,0.4950811041630681
3.422755366153682,0.4553561809917518
3.430070886872345,0.41764636981852726
3.4373863984143243,0.3819340920850718
3.4447019095362097,0.34819725215049924
3.4520174208555288,0.3164093733313847
3.4593329329890157,0.28653965233942935
3.4666484446992265,0.25855295927836675
3.473963957220835,0.23240994647907615
3.481279469316977,0.2080671029372472
3.48859498191313,0.18547705362618253
3.4959104946991726,0.16458842345677327
3.503226017669154,0.14534632705252284
3.510541520836146,0.12769228715337463
3.517857034184763,0.1115647788098392
3.525172547410165,0.09689912056025539
3.5324880711232973,0.08362818191007004
3.539803585024119,0.07168241055840427
3.5471190891114577,0.06099018613924005
3.5544346133699416,0.05147847328778368
3.5617501275046632,0.04307282165284002
3.5690656424338703,0.035698046174274405
3.5763811569244948,0.029278499200184493
3.5836966722071106,0.023738560286672872
3.591012187049324,0.01900307158470333
3.5983277023734104,0.014997827642967018
3.6056432178705986,0.01164995636944821
3.6129587332321935,0.008888463259580976
3.620274249379815,0.006644639559632719
3.6275897750776833,0.004852416029545802
3.6349052812613474,0.0034489887827345795
3.642220797608185,0.0023750642138138686
3.6495363141218546,0.0015753487829036012
3.6568518407967208,0.0009989027753768817
3.664167357641118,0.0005995212603322077
3.671482864347152,0.00033597898429258924
3.6787983915136864,0.00017243855315055088
3.686113908846866,7.85864814733529e-05
3.693429426341042,2.9932523866941503e-05
3.700744943995209,7.89130208422019e-06
3.7080604615018156,0.0
3.7153759797798576,0.0
3.72269149760192,7.809665695219712e-06
3.7300070158868173,2.955156539471959e-05
3.737322534327093,7.757966154906054e-05
3.7446380529217893,0.00017026164361754164
3.751953581665334,0.00033195169840826685
3.759269090264725,0.0005928000478567044
3.7665846093174236,0.0009885352385828544
3.773900138516351,0.0015601104068918071
3.781215657869919,0.002353594428192692
3.788531177372634,0.003419709331418183
3.795846687028274,0.004813585380576771
3.803162216516137,0.0065942984953594195
3.810477736766913,0.008824462078475296
3.8177932565518584,0.011569846047898815
3.825108776787487,0.014898941465481205
3.83242429716713,0.01888257956610397
3.8397398173845003,0.023593305905507553
3.8470553383553026,0.0291051082493066
3.8543708588567878,0.03549287232317826
3.861686380109882,0.0428319192520303
3.869001900892282,0.05119770620388858
3.87631743211458,0.06066514613099661
3.8836329434846135,0.0713083628420871
3.890948464987625,0.08320036449394884
3.898263996622829,0.09641233606883712
3.905579518093802,0.11101363939303507
3.912895040005157,0.12707126889632278
3.920210552055719,0.1446494434516873
3.9275260842308173,0.16380968800552448
3.9348416065436367,0.18461007165141385
3.942157128988789,0.20710537091217734
3.949472651260894,0.23134655271663387
3.9567881742731297,0.25738091044890465
3.964103696806372,0.2852516557943104
3.971419220078059,0.3149977826715045
3.978734742869548,0.34665417607068
3.98605026578914,0.38025147601663845
3.993365789444743,0.4158158326534359
