Ar-O,low
4.935259210771227,0.017414960660497743
2.9682401478471143,0.10667369540100878
6.236478554480886,0.13670412683892905
5.181696273566741,0.01851753881928278
6.814199413056181,0.019848583776944404
5.873025242632625,0.27048558752716473
4.014034004589398,0.41126600724078016
6.497280723318026,0.3543288482364509
7.8619594615464665,0.08821177665478777
7.287293521086371,0.019962844389027963
3.898263996622829,0.09641233606883712
2.4537732210273004,0.40395705610547944
3.7866077004226355,0.4679895568606788
7.915242380232332,0.020091091651125593
2.5757881062696133,0.5374077896071126
3.7952547720076133,0.010374313792966975
3.7211457711074147,0.4012341759526999
4.005095018961772,0.510950893467509
4.998224881895571,0.20618086406579866
5.699999998639214,0.01843751013102881
7.4162351314952915,0.4830042283530291
5.00000000116676,0.01656512185719555
3.9,0.0020162004513115373
4.343095812646205,0.3606421347480289
7.112835018600179,0.22764316467975446
3.5324880711232973,0.08362818191007004
4.5074040006416105,0.12626107708113102
3.9979002812257582,0.720476581129768
5.975864573246281,0.1872927605848328
4.429425428043687,0.26737714924276373
7.08616000517522,0.019777534847087948
7.584999176723753,0.27330525858119253
7.7869667457441345,0.049639772706529785
3.964103696806372,0.2852516557943104
6.037110304955107,0.01940479327896544
2.746160000307558,0.12079128912194545
3.850185366060966,0.01304785970449112
7.618600822128817,0.020088261665948463
7.106528305023486,0.3391499288182111
7.762871897371488,0.46526583315456577
7.110702151852234,0.7469864306269406
7.617035371514301,0.12114373099714908
5.0,0.017951759676820462
5.641861998533818,0.3370264066560793
6.237904824746847,0.3080105789675025
6.984403695664679,0.019766813562920173
2.719635312849868,0.33504797560852195
5.018445276178669,0.5818494528355604
4.37732732439556,0.2752048310331982
6.011548064966295,0.43560501397750767
8.770589527062874,0.5421693468167491
6.287458263352528,0.18034977538607574
3.1945596222327732,0.21911642237895143
7.095448631571677,0.019833998473483157
6.354194522308945,0.46229056739367713
2.9547604909714287,0.09459037049257259
7.399142421870591,0.3037959978301998
5.327283353670618,0.01854777066832652
2.5563938527543053,0.6694284831261107
7.2548544659007455,0.4419143548364968
6.625080805877012,0.5394703310510052
4.104536410180814,0.4136828137220356
3.9,0.0020162004513115373
4.200000003555344,0.009657239343606433
4.945824346062039,0.09325361114235975
5.596959741093669,0.01851734833849988
5.000000000933408,0.018146076185162886
5.919991960607801,0.5817591382438079
6.012753306086385,0.23879273086933614
2.5868153739492112,0.28582709497881925
5.724982186400233,0.2731676233911267
8.312180439652979,0.020139310228062833
3.57400505797068,0.13459323076260687
8.27024093134535,0.5467599076769222
7.413076020194721,0.5057487567004493
5.082177305053416,0.17777217682246638
6.19626755297784,0.019206041315167996
5.734414999939632,0.018516695265949335
7.46166018346621,0.4081786577804345
4.993242930240827,0.4218315082348292
8.026218888576986,0.28483915839059
3.536770092675857,0.002833902607021729
3.5710057612196597,0.4580714963787224
3.953476008931128,0.23347900020877907
7.167161791567239,0.21665303000522868
3.2166341218889043,0.4632545307535705
5.2000000000694815,0.01814365437265003
3.043654279486221,0.061780867389555856
8.996136714472204,0.02020717542536841
7.863997365279443,0.6811877748462278
6.290528809893047,0.019623246288421745
3.499999997189284,0.009543196423404251
3.7117210448121614,0.001528082603693704
6.156142778306884,0.24890214181896544
8.228429705783784,0.19942199110208728
5.429247542947365,0.4098175451495826
4.381844276971703,0.013835248374768572
3.0412430813463587,0.05574456557896843
4.031461462055414,0.01045494113157454
5.646416026748738,0.3081638879173429
2.744765191407909,0.4205037830652108
2.6,0.7493878354624998
2.7644179975245766,0.3641499001252777
2.541906033764218,0.7249810995870527
2.8,0.34063213302727857
2.8,0.34063213302727857
2.8,0.34063213302727857
2.8,0.34063213302727857
2.8,0.34063213302727857
2.8,0.34063213302727857
2.8,0.34063213302727857
2.8,0.34063213302727857
2.8,0.34063213302727857
2.8,0.34063213302727857
2.8,0.34063213302727857
2.8,0.34063213302727857
2.768819317939993,0.6215084156050259
2.761001857090492,0.3904254323755301
2.7752737558551734,0.37738388571394377
2.761001829096492,0.3978872570769084
2.774637849434522,0.36160688723596524
2.77463783469675,0.36300639604128604
2.8032644443522714,0.5939057296244102
2.7,0.5022651278243144
2.693760354952462,0.5052624620180842
2.77463783411016,0.366723852361475
2.610799638482778,0.5893287200366757
2.774637815661031,0.37156788728607043
2.500000000466704,0.9840559732531041
2.6718121595115516,0.5610560625131313
2.7549768443958627,0.37986798595015614
2.5755096475677464,0.5972718053146103
2.774637808096078,0.3794054740184377
2.7746377899818,0.38056443417032254
2.7238062727386905,0.4100231815955399
2.718934885055758,0.41467787969231107
2.601390658719073,0.582585221507562
2.69999999981122,0.43467767714595185
2.502871271939613,0.9498221445600037
2.592355474492817,0.5750061429423321
2.7610018833020926,0.3837929290926537
2.7752737626852935,0.37671034947999205
2.7034464748214906,0.5009916077351693
