V,V_pred
0.0002618777824498538,0.0003120633636492203
0.0002627177708231339,0.00031290252599720607
0.0003404528915494709,0.00039073781727742065
5.4734179494204156e-05,0.00010433059146230273
0.0005769715125852822,0.0006274582370686665
0.0004850304426571792,0.0005352428222083018
0.0005181043315787415,0.0005683176481386206
0.00026755434984178215,0.00031724721059467776
0.0,4.879078690564464e-05
0.000548105347421686,0.0005983548712213441
8.184238020231673e-05,0.00012958263813074808
0.0012702273739562005,0.0013209231037872916
0.0009355214998152068,0.0009855840945273712
0.0009672064923990643,0.0010166320233356513
0.0001360324953060779,0.0001834726158193309
0.0003152416783024272,0.0003627932977467988
0.00019036854523861297,0.00023749624530898083
0.0012723186505861298,0.0013229425129245975
0.001201440554208524,0.0012517161673959428
0.0002995061500536045,0.0003459488780632712
0.0013560051735832083,0.001406235841409889
0.0024037455323706793,0.002453839447884538
0.0011778013426091247,0.001227751149760074
0.0005327035122439099,0.0005789582866865271
0.0007902258948101781,0.0008372084899559173
0.0010272694232642513,0.001076210537649553
0.0012499730139199526,0.0012980185437330895
0.0021800171338037066,0.002231107329848446
0.0010391870580245496,0.0010862805534859032
0.0018924490815518898,0.0019401705920465732
0.0022316269020089914,0.0022826122538397446
0.001225237836543771,0.0012721917029422502
0.0010072768368336862,0.0010529710229010042
0.0020725344982299772,0.002120051024584307
0.0018740824027253479,0.0019214270777190325
0.0021618041720842017,0.002211442277981324
0.0009578560614776848,0.001003310821858386
0.0014819566668802147,0.0015284161153983355
0.0010131184956398724,0.0010581483666280572
0.003081777330741306,0.0031326854863348522
0.0018579004170635178,0.001904408146216688
0.0023992323335992765,0.002449582821940199
0.0032974053078363825,0.0033480505117995146
0.0010685345109850812,0.0011131192739933916
0.0021707455886951646,0.002219553480544244
0.0019376844465368301,0.0019868858792025114
0.002272495383754555,0.0023215670255491597
0.001991430172476791,0.002040390028564433
0.0018977778056607302,0.0019432781768309797
0.0027018867048463143,0.0027522500999471156
0.0011392955711783427,0.001182395499638788
0.002448656292825493,0.0024974208436422895
0.001698407597763185,0.001743583115381147
0.002285205767782358,0.0023332737131757054
0.002602999193835702,0.0026527748807643886
0.0021258574954550625,0.0021712985001082533
0.002939667144866367,0.0029865170568240834
0.0019394689691528083,0.0019835911635546545
0.0029847263161712078,0.003035742278231235
0.004561453166348142,0.004610024391261616
0.0030341361526408737,0.003085139684021473
0.0028077509975771887,0.0028577030605920874
0.00256326637947367,0.0026113271040810004
0.003086530833311115,0.0031374589641928277
0.002118958647112787,0.002162867151768928
0.002411423007417257,0.0024570366380465883
0.0022353602225310683,0.0022809491002527393
0.003862822648025265,0.003913795509461321
0.002445873411410168,0.002491268572064127
0.0025959559346377527,0.002644001652084085
0.004093092500620826,0.004144569644267201
0.002559164943268665,0.002603800876056287
0.0027107659978017496,0.0027587451970066588
0.003634764673010794,0.0036830148132606143
0.002755799644780676,0.002803602276310542
0.0050651498579812465,0.005115104698333937
0.0030078873147953164,0.003052556677083002
0.003544947506116675,0.0035939789500238407
0.0035525175777959355,0.0036003080354002712
0.0029260852073513016,0.002974223791073207
0.005114571123282418,0.005164766530934185
0.003958999115686186,0.004005363156998734
0.0034725710692403307,0.0035196739197736744
0.004066482159418658,0.004116960445218004
0.003591720559379296,0.0036417539007815003
0.003324374050118024,0.003368954912165518
0.004100666436177075,0.004144633609282101
0.0037947316235056373,0.003845273829912602
0.0038442131891857152,0.0038946714392847836
0.0034610011414524084,0.003506825134396755
0.004254087905386835,0.004298097513559378
0.004037075304183135,0.004083899115358449
0.004080088206335108,0.004123643317554342
0.004791686310758868,0.004843432571789147
0.004490522062118071,0.004540124187631959
0.002561285907598368,0.0026013974978237923
0.003474961072440015,0.003520632816735081
0.003623604603112917,0.003670835529274482
0.004296961049808815,0.0043404767762942565
0.0035996867198265095,0.003644600374248619
0.0035392316456634375,0.003582547427943303
0.004602653381964116,0.0046532267979622795
0.00614651108171621,0.006192820113083689
0.0036757316598377073,0.0037202732364763056
0.005800657519137044,0.005851563089068717
0.005806403475448798,0.005857453670183212
0.0047991299311472,0.004845990790423463
0.004446839188367485,0.004494881044807887
0.00590385504146423,0.005954843314475654
0.005856502304178546,0.005907658007762848
0.004099948490941628,0.004141794108564587
0.004645013102130276,0.004694071428750505
0.005906602548026172,0.005958002531155813
0.0036593608001192477,0.003703226168908641
0.004316218819991402,0.004358012028537246
0.0034582201921689263,0.0035001648216702137
0.004140120089100276,0.004180652399379915
0.004551694428578611,0.004601619380553513
0.004163542072081376,0.004207347419765723
0.0043072090212264,0.004352355229733084
0.004715276221224514,0.004763570871095257
0.0052646662725555965,0.005314399047848072
0.006886571234898068,0.006935613286995937
0.005289980127189055,0.005338893585781712
0.0041217654375189355,0.004165930531716453
0.004144318180041216,0.00418835555515941
0.004804272665379407,0.004847840745960437
0.006935268895072324,0.006984619533986373
0.00417652625715341,0.0042201714519570655
0.004665442077542588,0.004712725245868601
0.005439771679056354,0.005483895920562653
0.004687083809943441,0.0047343848616285995
0.004361563302571711,0.004405219324559056
0.004253326612378092,0.0042965386868977756
0.006472126774568407,0.006521130701782784
0.004986255450415165,0.005033815468973062
0.005597251318484251,0.005649060264001513
0.00566343607655359,0.005708205756814007
0.005691955514055106,0.0057408444077081755
0.004905518641544514,0.0049480849707605875
0.004572154615470447,0.004616041340889186
0.004855290586005714,0.004902655022405398
0.005092930642426589,0.005140021728633313
0.00685087912094125,0.006900889943198393
0.005546227465731747,0.005589792039651552
0.004407851748243166,0.004449758522962567
0.005853580019054383,0.005900040326725893
0.005850796647887236,0.005899979891531878
0.004216919682531756,0.0042573923293246
0.006699904989343656,0.0067505244259498465
0.006602230834121977,0.006654258558640209
0.003631160198401169,0.0036672135963474336
0.006039624674999108,0.006089255581698406
0.004942445880594413,0.0049835598099344965
0.007594024854840398,0.007639601205845703
0.006653153732453975,0.006705277598035695
0.006068717864590841,0.006118318316857726
0.004392425205250311,0.004432363290176746
